zip,latitude,longitude,county,state,year,total_pop,male_pop,pct_male,female_pop,pct_female,total_employable_pop,full_time_employed_pop,pct_full_time_employed_pop,total_households,household_median_income,insurable_pop,insured_pop,pct_insured,uninsured_pop,adi_state_rank,adi_natl_rank,ca_doi_underserved_flag,tapestry_seg_nr,tapestry_seg_code,tapestry_seg_name,lifemode_code,lifemode_group,as_only,ed_only,inpatient,inpatient_from_ed,opioid_rx_count,pop_w_opioid_rx,tot_opioid_rx_fills,alz,can,cld,dia,htd,hyp,inj,liv,nep,oth,pnf,stk,sui,total_deaths,total_deaths_per_1000,alzheimers_deaths_per_1000,cancer_deaths_per_1000,clrd_deaths_per_1000,diabetes_deaths_per_1000,heart_disease_deaths_per_1000,hypertension_deaths_per_1000,accidental_deaths_per_1000,chronic_liver_disease_deaths_per_1000,nephrotic_diseases_deaths_per_1000,other_deaths_per_1000,pneumonia_and_influenza_deaths_per_1000,stroke_deaths_per_1000,suicide_deaths_per_1000,c2,c3,c4,c2_c4,as_per_1000,ed_per_1000,ip_per_1000,ip_via_ed_per_1000,c2_per_1000,c3_per_1000,c4_per_1000,c2_c4_per_1000,opioid_rx_per_1000,pop_w_opioid_rx_per_1000
94965,37.852904,-122.547207,Marin,CA,2016,11227,5212,46.4,6015,53.6,7308,3635,59.6,5810,102415,11222,10558,94.1,664,2.421910112,7.620786517,N,6,2A,Urban Chic,2,Upscale Avenues,838,2760,549,422,4097,1468,3962,2,21,4,2,9,1,4,1,2,21,2,3,6,78,6.947537187,0.178141979,1.870490781,0.356283958,0.178141979,0.801638906,0.08907099,0.356283958,0.08907099,0.178141979,1.870490781,0.178141979,0.267212969,0.534425937,2423,475,3441,6339,74.64148927,245.8359312,48.89997328,37.5879576,215.8190077,42.30872005,306.4932751,564.6210029,364.9238443,130.7562127
94970,37.914513,-122.64689,Marin,CA,2016,675,304,45,371,55,288,137,60.4,324,109412,675,675,100,0,1.000966184,2.001932367,N,6,2A,Urban Chic,2,Upscale Avenues,50,136,26,24,325,90,315,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2.962962963,1.481481481,0,0,0,1.481481481,0,0,0,0,0,0,0,0,465,97,469,1031,74.07407407,201.4814815,38.51851852,35.55555556,688.8888889,143.7037037,694.8148148,1527.407407,481.4814815,133.3333333
94972,38.287346,-122.968556,Sonoma,CA,2016,20,10,50,10,50,0,0,0,10,0,20,20,100,0,2,3,N,5,1E,Exurbanites,1,Affluent Estates,26,104,34,11,143,58,141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,5200,1700,550,0,0,0,0,7150,2900
95004,36.874755,-121.630732,Monterey,CA,2016,3846,2059,53.5,1787,46.5,2626,1212,64.4,1164,93056,3846,3383,88,463,4.092050209,12.56485356,N,7,2B,Pleasantville,1,Affluent Estates,285,966,158,171,1312,488,1287,3,7,1,2,3,2,0,0,1,8,1,1,0,29,7.540301612,0.780031201,1.820072803,0.2600104,0.520020801,0.780031201,0.520020801,0,0,0.2600104,2.080083203,0.2600104,0.2600104,0,6,3,7,3,74.10296412,251.1700468,41.08164327,44.46177847,1.560062402,0.780031201,1.820072803,0.780031201,341.1336453,126.8850754
95005,37.098768,-122.091734,Santa Cruz,CA,2016,7116,3394,47.7,3722,52.3,5011,1993,49.1,2568,70833,7116,6527,91.7,589,3.011634349,7.232686981,N,7,2B,Pleasantville,2,Upscale Avenues,546,1228,210,213,2438,837,2351,1,9,3,1,8,0,3,0,0,4,1,1,1,32,4.496908375,0.140528387,1.264755481,0.42158516,0.140528387,1.124227094,0,0.42158516,0,0,0.562113547,0.140528387,0.140528387,0.140528387,1172,285,1286,2743,76.72849916,172.5688589,29.51096121,29.93254637,164.6992693,40.05059022,180.7195053,385.4693648,342.6082069,117.6222597
95006,37.171267,-122.149524,Santa Cruz,CA,2016,8649,4391,50.8,4258,49.2,6016,2651,56.4,3876,73963,8649,7978,92.2,671,3.881934566,13.45860597,N,17,5B,In Style,5,GenXurban,708,1876,394,355,4682,1453,4440,3,15,1,2,5,1,6,3,0,11,0,2,2,51,5.896635449,0.346860909,1.734304544,0.115620303,0.231240606,0.578101515,0.115620303,0.693721818,0.346860909,0,1.271823332,0,0.231240606,0.231240606,531,46,551,1128,81.85917447,216.9036883,45.55439935,41.04520754,61.39438085,5.318533935,63.70678691,130.4197017,541.3342583,167.9963002
95008,37.279173,-121.95534,Santa Clara,CA,2016,46507,22912,49.3,23595,50.7,32564,18917,71.1,18050,102556,46324,43070,93,3254,3.033824805,9.638334779,N,33,8A,City Lights,2,Upscale Avenues,2935,10904,1789,1763,11597,5055,11005,1,66,11,6,65,7,19,9,1,85,4,19,5,298,6.40763756,0.021502139,1.419141205,0.236523534,0.129012837,1.397639065,0.150514976,0.40854065,0.193519255,0.021502139,1.827681854,0.086008558,0.40854065,0.107510697,25731,4189,24725,54645,63.10877932,234.4593287,38.4673275,37.90827187,553.2715505,90.07246221,531.6403982,1174.984411,249.3603114,108.693315
95012,36.784482,-121.759054,Monterey,CA,2016,11080,5738,51.8,5342,48.2,6695,2561,48.6,2445,52132,11080,8908,80.4,2172,7.506493506,36.92207792,N,61,13B,Las Casas,7,Ethnic Enclaves,416,4808,563,517,2894,1155,2828,5,11,1,3,13,1,5,2,2,14,0,4,1,62,5.59566787,0.451263538,0.992779783,0.090252708,0.270758123,1.173285199,0.090252708,0.451263538,0.180505415,0.180505415,1.263537906,0,0.36101083,0.090252708,255,28,465,748,37.54512635,433.9350181,50.81227437,46.66064982,23.01444043,2.527075812,41.96750903,67.50902527,261.1913357,104.2418773
95014,37.306491,-122.08064,Santa Clara,CA,2016,62632,30621,48.9,32011,51.1,39633,20453,72.3,21360,141917,62330,60635,97.3,1695,1.175552402,1.848570849,N,8,2C,Pacific Heights,2,Upscale Avenues,3430,6676,1577,1499,8064,4028,7482,3,85,8,15,79,2,21,1,2,110,6,22,1,355,5.668029122,0.047898838,1.357133734,0.127730234,0.239494188,1.261336058,0.031932558,0.335291864,0.015966279,0.031932558,1.756290714,0.095797675,0.351258143,0.015966279,15035,2027,13218,30280,54.76433772,106.5908801,25.17882233,23.93345255,240.053008,32.36364798,211.0422787,483.4589347,128.7520756,64.31217269
95017,37.114335,-122.237162,Santa Cruz,CA,2016,627,336,53.6,291,46.4,437,219,64.8,285,67321,627,551,87.9,76,2,5,N,6,2A,Urban Chic,2,Upscale Avenues,39,119,30,26,184,84,184,0,1,0,0,0,0,2,1,0,2,0,0,1,7,11.16427432,0,1.594896332,0,0,0,0,3.189792663,1.594896332,0,3.189792663,0,0,1.594896332,0,0,0,0,62.20095694,189.7926635,47.84688995,41.46730463,0,0,0,0,293.460925,133.9712919
95018,37.074092,-122.059372,Santa Cruz,CA,2016,6935,3412,49.2,3523,50.8,4666,2325,60.7,2771,81811,6935,6434,92.8,501,3.105826907,8.75235647,N,6,2A,Urban Chic,2,Upscale Avenues,658,1607,295,290,3457,1108,3344,4,12,2,0,9,2,5,2,0,11,3,2,1,53,7.642393655,0.576784427,1.73035328,0.288392213,0,1.29776496,0.288392213,0.720980534,0.288392213,0,1.586157174,0.43258832,0.288392213,0.144196107,577,104,415,1096,94.88103821,231.7231435,42.53785148,41.81687094,83.20115357,14.9963951,59.84138428,158.0389329,498.4859409,159.7692862
95020,37.018419,-121.554249,Santa Clara,CA,2016,61480,30339,49.3,31141,50.7,40005,18599,59.9,18045,86261,61262,55129,90,6133,4.126926564,17.30530372,N,28,7B,Urban Villages,7,Ethnic Enclaves,3962,21431,2890,2230,16526,7148,15829,4,82,18,28,73,13,20,9,3,92,4,22,4,372,6.050748211,0.065061809,1.333767079,0.292778139,0.455432661,1.187378009,0.211450878,0.325309044,0.14638907,0.048796357,1.496421601,0.065061809,0.357839948,0.065061809,9676,2360,14267,26303,64.44372154,348.5849057,47.0071568,36.27195836,157.3845153,38.38646714,232.0592062,427.8301887,268.8028627,116.2654522
95023,36.902045,-121.350783,San Benito,CA,2016,51045,25578,50.1,25467,49.9,33290,14541,56.3,15010,76965,50886,45037,88.5,5849,5.511936992,24.22520305,N,28,7B,Urban Villages,7,Ethnic Enclaves,3222,18753,2615,2094,17338,6798,16621,7,52,12,16,56,7,20,9,6,67,7,22,1,282,5.524537173,0.137133901,1.018708982,0.235086688,0.313448918,1.097071212,0.137133901,0.391811147,0.176315016,0.117543344,1.312567343,0.137133901,0.430992262,0.019590557,15291,1370,13012,29673,63.12077579,367.381722,51.22930747,41.02262709,299.5592125,26.83906357,254.9123323,581.3106083,339.6610834,133.1766089
95030,37.222759,-121.983272,Santa Clara,CA,2016,13477,6580,48.8,6897,51.2,8374,4140,68.5,5337,171688,13436,13123,97.7,313,1,1.035754824,N,1,1A,Top Tier,1,Affluent Estates,997,2421,440,497,3533,1693,3274,1,23,4,5,30,1,5,0,1,26,1,6,1,104,7.716850931,0.07420049,1.706611264,0.296801959,0.371002449,2.226014692,0.07420049,0.371002449,0,0.07420049,1.929212733,0.07420049,0.445202938,0.07420049,1693,368,1354,3415,73.97788825,179.6393856,32.64821548,36.87764339,125.6214291,27.30578022,100.4674631,253.3946724,262.1503302,125.6214291
95032,37.216953,-121.926555,Santa Clara,CA,2016,26027,12944,49.7,13083,50.3,15779,8091,66.1,9872,124298,25768,24561,95.3,1207,1.228251864,2.248550124,N,6,2A,Urban Chic,1,Affluent Estates,1828,5102,877,1124,12225,3709,12261,4,48,6,8,48,2,11,1,2,55,4,5,2,196,7.530641257,0.153686556,1.844238675,0.230529834,0.307373113,1.844238675,0.076843278,0.42263803,0.038421639,0.076843278,2.113190149,0.153686556,0.192108195,0.076843278,46903,6729,44347,97979,70.23475621,196.0272025,33.69577746,43.18592231,1802.090137,258.5392093,1703.884428,3764.513774,469.7045376,142.5058593
95033,37.160846,-121.983966,Santa Cruz,CA,2016,10006,5207,52,4799,48,6538,3207,62.9,3740,139688,10006,9413,94.1,593,1.371320755,2.798490566,N,6,2A,Urban Chic,1,Affluent Estates,581,1443,314,255,2346,1021,2268,2,12,1,0,10,0,3,2,1,5,2,5,1,44,4.397361583,0.199880072,1.199280432,0.099940036,0,0.99940036,0,0.299820108,0.199880072,0.099940036,0.49970018,0.199880072,0.49970018,0.099940036,937,52,1118,2107,58.0651609,144.2134719,31.3811713,25.48470917,93.64381371,5.196881871,111.7329602,210.5736558,234.4593244,102.0387767
95035,37.444349,-121.868859,Santa Clara,CA,2016,73652,36777,49.9,36875,50.1,51071,26477,68.9,21519,103545,71754,67025,93.4,4729,3.422573475,11.94122005,N,8,2C,Pacific Heights,2,Upscale Avenues,3726,12117,2762,2305,9936,4990,9550,2,89,10,13,57,16,16,8,3,70,2,16,5,307,4.168250692,0.027154728,1.20838538,0.135773638,0.17650573,0.773909738,0.217237821,0.217237821,0.108618911,0.040732091,0.950415467,0.027154728,0.217237821,0.067886819,12128,2781,8904,23813,50.58925759,164.5169174,37.50067887,31.2958236,164.6662684,37.75864878,120.8928474,323.3177646,134.9046869,67.75104546
95037,37.174063,-121.598747,Santa Clara,CA,2016,48532,23768,49,24764,51,31228,14716,61.1,16180,100305,48290,44734,92.6,3556,2.716923077,9.018934911,N,60,13A,International Marketplace,1,Affluent Estates,3308,11921,1892,1669,14415,5994,13698,2,67,12,11,56,7,14,2,3,72,2,21,4,273,5.625154537,0.041209923,1.380532432,0.24725954,0.226654578,1.153877854,0.144234732,0.288469463,0.041209923,0.061814885,1.483557241,0.041209923,0.432704195,0.082419847,3951,835,3530,8316,68.16121322,245.6317481,38.98458749,34.38968104,81.41020358,17.205143,72.73551471,171.3508613,297.0205225,123.5061403
95039,36.82815,-121.776583,Monterey,CA,2016,1252,548,43.8,704,56.2,781,274,45,400,41944,1252,856,68.4,396,6.053773585,24.49339623,N,31,7E,Valley Growers,7,Ethnic Enclaves,98,598,75,97,555,187,545,0,6,0,0,2,0,0,2,0,1,0,0,0,11,8.785942492,0,4.792332268,0,0,1.597444089,0,0,1.597444089,0,0.798722045,0,0,0,0,0,0,0,78.27476038,477.6357827,59.90415335,77.47603834,0,0,0,0,443.2907348,149.3610224
95043,36.525703,-120.952122,San Benito,CA,2016,734,342,46.6,392,53.4,519,199,56.4,268,64167,734,677,92.2,57,5.246753247,20.23376623,N,23,6C,The Great Outdoors,6,Cozy Country Living,32,172,40,32,271,77,265,0,1,1,0,1,0,0,0,0,0,0,0,0,3,4.08719346,0,1.36239782,1.36239782,0,1.36239782,0,0,0,0,0,0,0,0,0,0,0,0,43.59673025,234.3324251,54.49591281,43.59673025,0,0,0,0,369.2098093,104.9046322
95045,36.825745,-121.518587,San Benito,CA,2016,4475,2243,50.1,2232,49.9,2649,895,48.4,1560,53889,4475,4002,89.4,473,6.300760043,32.13409338,N,33,8A,City Lights,8,Middle Ground,260,1406,197,206,1284,544,1248,0,5,2,1,5,3,3,0,2,8,2,1,3,35,7.82122905,0,1.117318436,0.446927374,0.223463687,1.117318436,0.670391061,0.670391061,0,0.446927374,1.787709497,0.446927374,0.223463687,0.670391061,48,0,5,48,58.10055866,314.1899441,44.02234637,46.03351955,10.72625698,0,1.117318436,10.72625698,286.9273743,121.5642458
95046,37.099308,-121.59924,Santa Clara,CA,2016,6299,3248,51.6,3051,48.4,4095,1917,59.9,1795,109353,6299,5696,90.4,603,2.0629958,4.081661223,N,4,1D,Savvy Suburbanites,1,Affluent Estates,492,2293,306,314,1956,780,1875,0,7,1,2,10,1,3,0,0,12,3,2,0,41,6.508969678,0,1.111287506,0.158755358,0.317510716,1.58755358,0.158755358,0.476266074,0,0,1.905064296,0.476266074,0.317510716,0,177,37,140,354,78.10763613,364.0260359,48.57913955,49.84918241,28.09969836,5.873948246,22.22575012,56.19939673,310.5254802,123.8291792
95050,37.351157,-121.952295,Santa Clara,CA,2016,38482,19892,51.7,18590,48.3,26991,13702,63.4,14603,80324,38328,34751,90.7,3577,3.087220535,9.102953354,N,12,3C,Trendsetters,3,Uptown Individuals,2453,9519,1600,1499,8346,3869,8032,1,45,12,12,51,11,7,4,2,54,5,16,3,223,5.794917104,0.025986175,1.169377891,0.311834104,0.311834104,1.325294943,0.285847929,0.181903227,0.103944701,0.051972351,1.403253469,0.129930877,0.415778806,0.077958526,3756,875,2520,7151,63.74408815,247.3624032,41.57788057,38.95327686,97.60407463,22.73790344,65.48516189,185.82714,216.8806195,100.5405124
95051,37.34864,-121.984373,Santa Clara,CA,2016,55634,28335,50.9,27299,49.1,38227,20949,70.3,20371,106527,55590,52367,94.2,3223,2.873990307,9.734594969,N,8,2C,Pacific Heights,2,Upscale Avenues,3573,11473,2377,1877,10941,5011,10445,2,74,9,10,68,14,12,2,3,85,8,11,4,302,5.428335191,0.03594924,1.330121868,0.161771579,0.179746198,1.222274149,0.251644678,0.215695438,0.03594924,0.05392386,1.527842686,0.143796959,0.197720818,0.071898479,30000,5252,20585,55837,64.22331668,206.2228134,42.72567135,33.73836143,539.2385951,94.40270338,370.0075493,1003.648848,196.6603156,90.07082
95054,37.393491,-121.96467,Santa Clara,CA,2016,24718,12744,51.6,11974,48.4,17698,10516,75,8525,132538,24557,23267,94.7,1290,2.753853565,8.346339114,N,9,2D,Enterprising Professionals,2,Upscale Avenues,1141,4026,1090,632,3627,1810,3383,2,21,3,3,18,4,5,1,0,26,1,5,4,93,3.762440327,0.080912695,0.8495833,0.121369043,0.121369043,0.728214257,0.16182539,0.202281738,0.040456348,0,1.051865038,0.040456348,0.202281738,0.16182539,1137,58,624,1819,46.16069261,162.8772554,44.09741889,25.56841168,45.99886722,2.346468161,25.2447609,73.59009629,146.7351727,73.22598916
95060,37.036461,-122.12175,Santa Cruz,CA,2016,47227,23389,49.5,23838,50.5,35078,12153,45.3,18739,62145,46839,42109,89.9,4730,3.313081081,16.68237838,N,6,2A,Urban Chic,2,Upscale Avenues,3318,10827,1601,1549,14188,5493,13592,13,66,8,7,52,2,24,6,2,64,4,12,19,279,5.90763758,0.275266267,1.397505664,0.169394626,0.148220298,1.101065069,0.042348656,0.508183878,0.127045969,0.042348656,1.355157008,0.084697313,0.254091939,0.402312237,22370,5151,26609,54130,70.25642112,229.2544519,33.90009952,32.79903445,473.6697228,109.0689648,563.4277003,1146.166388,300.4213691,116.310585
95066,37.067917,-122.013995,Santa Cruz,CA,2016,15642,7721,49.4,7921,50.6,10417,5319,64.1,5690,108581,15595,14884,95.4,711,1.966442953,4.785845027,N,6,2A,Urban Chic,2,Upscale Avenues,1407,2470,607,556,5916,2263,5611,4,28,4,6,24,4,8,1,0,20,2,6,0,107,6.840557473,0.255721775,1.790052423,0.255721775,0.383582662,1.534330648,0.255721775,0.511443549,0.063930444,0,1.278608874,0.127860887,0.383582662,0,5742,794,6592,13128,89.95013425,157.9081959,38.80577931,35.54532668,367.0886076,50.76077228,421.4294847,839.2788646,378.2125048,144.674594
95070,37.260499,-122.046165,Santa Clara,CA,2016,31268,15248,48.8,16020,51.2,18783,8937,66.2,10897,169986,31099,30459,97.9,640,1.013199915,1.065147967,N,1,1A,Top Tier,1,Affluent Estates,2393,4369,878,1132,6055,2999,5580,3,69,9,5,79,7,9,1,3,78,4,11,3,281,8.98682359,0.095944736,2.206728924,0.287834207,0.159907893,2.52654471,0.22387105,0.287834207,0.031981579,0.095944736,2.494563132,0.127926314,0.351797365,0.095944736,6714,858,3715,11287,76.53191762,139.727517,28.07982602,36.20314699,214.7243188,27.44019445,118.8115645,360.9760778,193.6484585,95.91275425
95075,36.779046,-121.142439,San Benito,CA,2016,390,182,46.7,208,53.3,263,140,64.8,136,64444,390,351,90,39,3.021778584,7.123411978,N,21,6A,Green Acres,6,Cozy Country Living,44,195,46,27,177,76,168,0,0,1,0,2,0,0,0,0,0,0,0,0,3,7.692307692,0,0,2.564102564,0,5.128205128,0,0,0,0,0,0,0,0,11,0,1,12,112.8205128,500,117.9487179,69.23076923,28.20512821,0,2.564102564,30.76923077,453.8461538,194.8717949
95076,36.946256,-121.756479,Santa Cruz,CA,2016,85678,43371,50.6,42307,49.4,55222,23080,55.8,23102,58271,85276,72133,84.6,13143,5.064485806,23.82289904,N,28,7B,Urban Villages,7,Ethnic Enclaves,4889,29808,3556,3585,24605,10441,23593,35,101,21,17,101,16,28,16,2,102,9,25,4,477,5.567356848,0.408506268,1.178832372,0.245103761,0.19841733,1.178832372,0.186745722,0.326805014,0.186745722,0.023343215,1.19050398,0.105044469,0.291790191,0.046686431,16702,3971,16782,37455,57.06248979,347.9072807,41.50423679,41.84271342,194.9391909,46.34795397,195.8729195,437.1600644,287.1799062,121.8632554
95110,37.346512,-121.909803,Santa Clara,CA,2016,19270,10561,54.8,8709,45.2,14339,6866,64.5,6389,69623,18576,16232,87.4,2344,4.692951016,20.71863799,Y,60,13A,International Marketplace,13,Next Wave,1346,8086,906,911,3608,1807,3465,0,14,2,4,17,2,5,1,0,19,2,4,3,73,3.788271925,0,0.726517903,0.103788272,0.207576544,0.882200311,0.103788272,0.25947068,0.051894136,0,0.985988583,0.103788272,0.207576544,0.155682408,264,6,290,560,69.84950701,419.6159834,47.01608718,47.27555786,13.70005189,0.311364816,15.04929943,29.06071614,187.2340426,93.77270368
95111,37.283111,-121.826245,Santa Clara,CA,2016,64247,32153,50,32094,50,43131,18423,58.5,15938,61630,64210,55760,86.8,8450,6.129455141,32.55182302,Y,28,7B,Urban Villages,7,Ethnic Enclaves,3942,21756,2462,2564,11252,5496,10839,2,73,10,11,43,10,21,4,4,64,6,8,1,257,4.000186779,0.031129858,1.136239824,0.155649291,0.17121422,0.669291951,0.155649291,0.326863511,0.062259716,0.062259716,0.996155463,0.093389575,0.124519433,0.015564929,1148,763,2324,4235,61.35695052,338.6305975,38.32085545,39.90847822,17.86853861,11.8760409,36.17289523,65.91747475,175.1365823,85.54485034
95112,37.344482,-121.883535,Santa Clara,CA,2016,61583,32721,53.1,28862,46.9,46999,19456,55.7,20146,56495,61468,53755,87.5,7713,5.553674936,34.10108973,Y,12,3C,Trendsetters,3,Uptown Individuals,3522,19288,2091,2464,10929,5086,10635,2,54,11,18,65,12,22,8,3,56,1,15,4,271,4.400565091,0.032476495,0.876865369,0.178620723,0.292288456,1.055486092,0.194858971,0.357241447,0.129905981,0.048714743,0.909341864,0.016238248,0.243573714,0.06495299,5747,832,6873,13452,57.19110794,313.2033191,33.95417567,40.01104201,93.32120878,13.51022198,111.6054755,218.4369063,177.4678077,82.58772713
95113,37.333694,-121.891002,Santa Clara,CA,2016,1332,710,53.3,622,46.7,1061,666,76.2,772,96711,1332,1252,94,80,3.498792271,12.56400966,N,10,3A,Laptops and Lattes,3,Uptown Individuals,414,5607,143,784,1489,787,1463,1,7,1,1,5,0,1,0,0,6,0,0,0,22,16.51651652,0.750750751,5.255255255,0.750750751,0.750750751,3.753753754,0,0.750750751,0,0,4.504504505,0,0,0,313,58,46,417,310.8108108,4209.459459,107.3573574,588.5885886,234.984985,43.54354354,34.53453453,313.0630631,1117.867868,590.8408408
95116,37.350421,-121.852585,Santa Clara,CA,2016,55249,28055,50.8,27194,49.2,35599,15657,60.6,14340,51399,54899,46618,84.9,8281,6.561091854,31.54679376,Y,61,13B,Las Casas,13,Next Wave,4335,25878,2284,3444,10039,5062,9686,3,53,7,15,41,16,24,6,5,58,9,18,3,258,4.669767779,0.054299625,0.959293381,0.126699126,0.271498127,0.74209488,0.289598002,0.434397003,0.108599251,0.090499376,1.049792756,0.162898876,0.325797752,0.054299625,15744,3823,17359,36926,78.46295861,468.3885681,41.34011475,62.33596988,284.9644337,69.19582255,314.195732,668.3559883,181.7046462,91.62156781
95117,37.311181,-121.96187,Santa Clara,CA,2016,30686,15390,50.2,15296,49.8,21263,10887,65.7,10735,71841,30468,26295,86.3,4173,4.217887726,21.86393911,N,60,13A,International Marketplace,13,Next Wave,2019,9209,1297,1189,6725,2854,6369,1,36,6,1,26,4,15,3,2,40,3,12,1,150,4.888222642,0.032588151,1.173173434,0.195528906,0.032588151,0.847291925,0.130352604,0.488822264,0.097764453,0.065176302,1.303526038,0.097764453,0.391057811,0.032588151,1655,158,897,2710,65.79547676,300.1042821,42.26683178,38.74731148,53.93338982,5.14892785,29.2315714,88.31388907,219.1553151,93.00658281
95118,37.25552,-121.889995,Santa Clara,CA,2016,31869,15723,49.3,16146,50.7,20915,10347,63.3,11330,97513,31833,29848,93.8,1985,2.931506849,9.109589041,N,7,2B,Pleasantville,2,Upscale Avenues,2139,8258,1359,1315,8739,3817,8446,1,42,7,7,54,6,16,5,0,51,10,7,3,209,6.55809721,0.031378456,1.317895133,0.219649189,0.219649189,1.6944366,0.188270733,0.502055289,0.156892278,0,1.600301233,0.313784556,0.219649189,0.094135367,1222,196,909,2327,67.11851643,259.123286,42.6433211,41.26266905,38.34447269,6.150177288,28.5230161,73.01766607,274.2163231,119.7715648
95119,37.230327,-121.785227,Santa Clara,CA,2016,10617,5129,48.3,5488,51.7,6861,3474,64.4,3188,115588,10551,10097,95.7,454,3.151802657,8.140417457,N,7,2B,Pleasantville,2,Upscale Avenues,601,2775,433,392,2471,1068,2383,0,16,2,4,7,1,6,0,0,17,0,4,4,61,5.745502496,0,1.507017048,0.188377131,0.376754262,0.659319959,0.094188566,0.565131393,0,0,1.601205614,0,0.376754262,0.376754262,36334,7764,21205,65303,56.60732787,261.3732693,40.78364887,36.92191768,3422.247339,731.2800226,1997.268532,6150.795893,232.7399454,100.593388
95120,37.186141,-121.843555,Santa Clara,CA,2016,37784,18956,50.2,18828,49.8,22919,11510,67.2,12591,161817,37772,36957,97.8,815,1.092637738,1.794734276,N,1,1A,Top Tier,1,Affluent Estates,2219,5654,958,1186,6805,3453,6420,2,59,6,5,48,4,11,2,1,52,1,12,5,208,5.504975651,0.052932458,1.561507516,0.158797375,0.132331145,1.270378996,0.105864916,0.29112852,0.052932458,0.026466229,1.376243913,0.026466229,0.317594749,0.132331145,2247,325,1871,4443,58.72856235,149.6400593,25.35464747,31.3889477,59.46961677,8.601524455,49.51831463,117.5894559,180.102689,91.38788905
95121,37.304151,-121.809869,Santa Clara,CA,2016,38445,19534,50.8,18911,49.2,26109,12563,65.3,9765,88877,38253,34059,89,4194,4.37170088,17.92741935,N,8,2C,Pacific Heights,2,Upscale Avenues,2097,9864,1292,1684,6553,3276,6278,4,50,12,12,44,13,8,3,3,56,2,16,1,224,5.826505397,0.104044739,1.30055924,0.312134218,0.312134218,1.144492132,0.338145403,0.208089478,0.078033554,0.078033554,1.456626349,0.05202237,0.416178957,0.026011185,3312,794,5966,10072,54.54545455,256.574327,33.60645077,43.80283522,86.14904409,20.65288074,155.1827286,261.9846534,170.4512941,85.21264144
95122,37.328684,-121.835269,Santa Clara,CA,2016,58437,28990,49.6,29447,50.4,38826,17376,62.4,12986,62595,58431,49539,84.8,8892,6.01934323,29.62213225,Y,28,7B,Urban Villages,7,Ethnic Enclaves,3984,23521,2685,2887,9362,5103,9074,1,60,2,16,43,14,14,11,3,37,1,20,2,224,3.833187878,0.017112446,1.026746753,0.034224892,0.273799134,0.735835173,0.239574242,0.239574242,0.188236905,0.051337338,0.633160498,0.017112446,0.342248918,0.034224892,1362,852,2055,4269,68.17598439,402.5018396,45.94691719,49.40363126,23.30715129,14.57980389,35.16607629,73.05303147,160.2067183,87.32481134
95123,37.244238,-121.831604,Santa Clara,CA,2016,66500,32518,48.9,33982,51.1,44311,23201,65.3,22032,97178,66480,61818,93,4662,4.197418598,16.04429451,N,7,2B,Pleasantville,2,Upscale Avenues,4043,18965,2837,2446,17503,7584,16884,0,87,16,23,72,12,15,7,3,96,6,17,4,358,5.383458647,0,1.308270677,0.240601504,0.345864662,1.082706767,0.180451128,0.22556391,0.105263158,0.045112782,1.443609023,0.090225564,0.255639098,0.060150376,9641,1249,14681,25571,60.79699248,285.1879699,42.66165414,36.78195489,144.9774436,18.78195489,220.7669173,384.5263158,263.2030075,114.0451128
95124,37.256765,-121.922762,Santa Clara,CA,2016,49156,24458,49.8,24698,50.2,31206,16462,67,16965,117627,48932,45972,94,2960,1.961204221,4.472998138,N,7,2B,Pleasantville,2,Upscale Avenues,3059,11005,1773,1986,13297,5616,12635,3,78,8,11,71,18,11,6,2,82,4,16,4,314,6.387826512,0.06103019,1.58678493,0.162747172,0.223777362,1.444381154,0.366181138,0.223777362,0.122060379,0.040686793,1.668158516,0.081373586,0.325494345,0.081373586,20361,4107,17134,41602,62.23045,223.8790789,36.06884205,40.40198552,414.2118968,83.55032956,348.5637562,846.3259826,270.5061437,114.2485149
95125,37.295056,-121.89144,Santa Clara,CA,2016,53896,25763,47.8,28133,52.2,35002,19422,69.3,20923,106995,53573,50534,94.3,3039,2.681288173,12.18434203,N,6,2A,Urban Chic,2,Upscale Avenues,3643,13694,2169,2465,14570,6329,13849,5,88,24,16,95,11,15,5,0,109,4,19,8,399,7.403146801,0.092771263,1.632774232,0.445302063,0.296868042,1.762654,0.204096779,0.27831379,0.092771263,0,2.022413537,0.074217011,0.3525308,0.148434021,3899,600,2385,6884,67.59314235,254.0819356,40.24417396,45.73623274,72.34303102,11.13255158,44.25189253,127.7274751,270.3354609,117.4298649
95126,37.326791,-121.916745,Santa Clara,CA,2016,35330,18089,51.2,17241,48.8,26109,14361,67.6,14807,77734,35294,31816,90.1,3478,3.699682763,16.56785337,N,12,3C,Trendsetters,3,Uptown Individuals,2127,10707,1470,1423,8056,3525,7751,1,35,8,7,32,12,20,5,1,36,2,11,1,171,4.840079253,0.028304557,0.990659496,0.226436456,0.198131899,0.905745825,0.339654684,0.566091141,0.141522785,0.028304557,1.018964053,0.056609114,0.311350127,0.028304557,8832,444,12866,22142,60.20379281,303.0568922,41.60769884,40.27738466,249.9858477,12.56722332,364.1664308,626.7195018,228.0215115,99.77356354
